Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5.67,70.58,65.07,212046,0,1,5.47,11.17,null,19.46,0.42,6,63368,100,158.72,20087,0,410465,3,20091155,76988,15.82,5899,9.83,0.95,null,100,0,null,98358,0.11,218700,null,0,47376,10,296116,1432,null,4,0,1126.1,66736,2764177,0,26,7,340,0,395067,0,0,33,1410,0,1317042,9.59,6,0,10,0,3,13,3600002,-115.06,3.85,11554.43,4.39,0,2730,0,0.26,92.08,12.7,13.21,608113,73,544213.25,97.8615,0,-115.97,26,8.88,1997708.29,1231286.96,143483.63,5648.93,60,13.94,33,null,0,33,7,25,null,1456.42,0,0,0,2747.2,0,318.15,23,9.83,3.85,100,22,24.04,73.1745,0.13,476.72,2.97,85,28603,24.4,2116.96,7,31,1.1,2.29,0.48,0.1,1293.7191,0.04,null,0.95,0.6,0.59,177400.44,0,null,1,2439.15,1.69E+12,2.96,935.0681,0.14,null,0,69.7708,0.37,3.73,null,0,1244.32,590,0,null,14.4329,6.37,77.12,10.41,18.25,34.93,657321.13,2756.29,319,0.43,8.77,4.81,0,0,54.96,174,null,17434,09-05-2023,5.58,null,0,108.32,315,0,0,31,152592.82,5,60,0,315
5,61.55,75.42,252687,0,0,5.97,12.32,null,22.15,0.07,4,109836,100,101.58,60782,0,481920,5,25216955,146407,13.89,6845,13.83,1.33,null,1224,0,null,45079,0.1,293570,null,0,85177,1,395038,1491,null,4,0,909.57,108260,4738565,0,25,11,300,0,775503,0,0,37,1456,0,1904904,13.48,1,0,1,4,5,14,3600002,-114,0,11015.71,7.7,0,2825,0,0.25,89.37,15.65,18.65,1029190,89,739706.83,98.0496,0,-115.24,25,9.08,2144293.63,1832573.29,216044.05,5841.84,60,19.38,37,null,0,37,12,25,null,1520.05,2,0,4.44,2843.15,3,380.77,24,13.83,0.5,100,45,36.41,72.5887,0.19,799.92,2.97,82,92701,24.4,2225.03,7,35,1.09,0.39,0.26,0.1,1739.5634,0.52,null,1.33,0.63,0.38,235747.13,0,null,1,2735.08,1.69E+12,3,1096.355,0.2,null,25,69.0941,0.04,8.3,null,0,1298.86,830,0,null,20.1899,7.18,97.37,12.66,6.16,24.58,1216662.16,2834.06,505,0.28,11.62,5.77,0.23,0.27,53.94,2516,null,20566,09-05-2023,7,null,0,169.18,377,0,1,35,202843.35,4,60,0,377
5.17,67.39,52.42,274361,0,0,5.89,11.91,null,21.24,0.4,0,111679,100,86.14,34784,0,448811,4,22110195,169703,16.51,6390,13,0.92,null,101,0,null,38090,0.1,283305,null,0,54975,9,404132,1502,null,4,0,771.8,102879,3055726,0,13,5,310,0,302255,0,0,30,1470,0,1851687,4.13,6,0,9,4,4,15,3600002,-113.68,0,11323.31,6.25,0,2869,0,0,93.32,14.06,15.4,577616,121,708599.84,98.5149,0,-115.22,13,8.97,1997387.11,1764715.43,145318.8,5894.36,60,16.15,30,null,0,30,5,0,null,1527.12,2,0,4.55,2887.59,0,438.34,22,13,0.27,100,44,45.9,74.3461,0.09,658.52,2.97,108,38162,24.4,2296.74,0,21,1.21,0.92,0.26,0.1,1751.441,0.07,null,0.92,0.5,0.43,258797.35,0,null,0,2714.88,1.69E+12,3.1,1208.6771,0.16,null,25,70.6596,0.31,4.96,null,0,1303.91,780,0,null,24.4319,9.88,92.93,9.65,5.43,47.58,616890.83,2864.36,414,0,7.82,6.03,0,0.27,57.6,313,null,19792,09-05-2023,6.14,null,0,147.16,434,0,1,21,200188.06,6,60,0,434
5,42.88,32.37,474839,0,0,6.63,13.55,null,23.54,0.34,1,81476,100,205.05,47140,0,642112,6,22345328,184005,18.34,7559,11.17,1.13,null,187,0.57,null,75294,0.08,284277,null,6.45,98754,6,540777,1459,null,4,0,1127.27,102518,4932853,0,26,7,300,0,227230,0,0,41,1424,0,1616885,8.45,5,0.57,6,4,6,16,3600001,-113.82,0,9881.28,5.83,1,2787,0,0.11,95.74,15.38,17.38,703069,142,955328.7,98.6634,0,-114.13,26,9.01,4460638.74,1561412.53,211607.12,5718.62,60,16.12,41,null,0,41,12,25,null,1492.78,1,6.45,0.86,2804.77,1,538.33,23,11.17,0.35,100,116,39.48,75.9318,0.12,995.86,2.98,174,43624,24.4,2520.96,3,31,1.03,3.79,0.17,0.1,1424.7868,0.06,null,1.13,0.48,0.36,395701.84,0,null,1,3051.21,1.69E+12,2.99,625.6041,0.22,null,25,71.7908,0.22,4.98,null,2,1255.43,670,0,null,19.6445,23.11,171.23,9.68,7.96,67.63,756009.24,2775.48,525,0.07,10.43,5.04,0.08,0.27,57.17,394,null,22605,09-05-2023,6.21,null,2,137.1,533,0,1,31,204074.54,1,60,0,533
5.17,22.35,28.37,564508,0,0,7.44,14.76,null,37.58,0.22,2,101413,100,216.58,60801,0,814239,4,19647905,134571,18.07,8173,16.17,0.66,null,231,0,null,75802,0.02,317449,null,0,273586,3,715380,1453,null,4,0,913.11,148766,13542308,0,22,12,310,0,223575,0,0,29,1427,0,2142222,11.11,3,0,3,6,4,17,3600002,-113.68,0,16393.49,9.5,0,2628,0,0.18,95.25,12.75,16.53,789083,117,1272640.4,98.3466,0,-113.93,22,10.12,3874123.66,2018679.93,363980.77,5699.43,60,17.84,29,null,0,29,13,25,null,1408.95,0,0,0,2644.18,2,610.04,24,16.17,0.57,100,48,75.1,74.4976,0.21,2718.92,2.98,199,82822,24.4,2371.48,5,28,0.71,2.41,0.19,0.1,2913.4258,0.04,null,0.66,0.45,0.26,424279.79,0,null,1,2841.13,1.69E+12,2.81,666.7414,0.3,null,25,72.6695,0.11,4.83,null,0,1265.53,970,0,null,10.7868,30.46,147.27,10.16,6.02,71.63,880867.46,2770.43,465,0.14,21.7,4.73,0.16,0.41,56.77,314,null,22993,09-05-2023,5.46,null,0,155.53,604,0,1,28,230698.14,3,60,0,604
5.17,34.24,47.59,341739,0,0,5.79,12.36,null,34.68,0.15,0,55848,100,123.35,56640,0,551413,5,18073655,122018,17.1,6921,9.33,1.16,0,250,0,16.67,23557,0.04,247980,83.33,0,97683,3,462976,1310,null,4,0,1048.64,71720,6661414,0,20,4,310,0,310261,0,0,29,1287,0,1292245,8.54,2,0,3,4,5,18,3600002,-114.88,0,12845.9,5.14,0,2458,0,0,93.96,15.58,15.28,653000,82,770401.74,97.812,0,-116.32,20,9.71,3179686.04,1250896.11,194004.84,5147.97,60,13.82,29,null,0,29,7,25,null,1315.02,3,0,6.98,2472.48,0,434.3,23,9.33,0.31,100,43,33.55,70.1344,0.08,1118.07,2.98,143,36227,24.4,2049.29,0,25,1.2,1.31,0.29,0.1,1438.2501,0.04,null,1.16,0.67,0.3,303221.19,0,null,1,2418.95,1.69E+12,2.92,504.2223,0.44,null,25,60.3576,0.12,7.43,null,0,1169.58,560,0,null,16.16,5.21,155.7,10.41,3.09,52.41,711431.88,2505.81,366,0,12.79,4.32,0,0.31,60.7,230,null,20230,09-05-2023,5.02,null,0,179.58,430,0,1,25,149663.82,4,60,0,430
5,42.47,49.17,192036,0,0,7.46,9.31,null,31.78,0.35,1,48811,100,53.31,45773,0,325623,2,16201605,70266,17.13,4819,7.33,0.8,null,238,3.23,null,41788,0.03,183191,null,5.26,53766,5,293712,1156,null,4,0,1182.21,68373,5108640,0,15,2,300,0,185734,0,0,18,1153,0,960070,29.03,4,3.23,5,0,2,19,3600002,-116.07,0,13806.07,5.26,2,2143,0,0.09,93.85,13.2,4.98,378770,31,510257.05,97.9209,0,-116.77,15,9.16,2262327.28,925275.14,162370.63,4558.13,60,10.59,18,null,0,18,9,0,null,1144.33,1,5.26,4.76,2154.33,1,252.5,17,7.33,0.1,100,21,36,68.2659,0.04,804.97,2.98,62,21279,24.4,1639.23,2,19,1.28,0.6,0.2,0.1,1130.0385,0.04,null,0.8,0.28,0.32,191364.7,0,null,0,1725.08,1.69E+12,2.94,491.3953,0.34,null,0,57.6508,0.23,9.06,null,1,1020.1,440,0,null,14.0491,3.62,86.17,9.43,8.27,50.83,408281.39,2223.01,85,0.09,10.62,5.08,0.1,0,58.14,126,null,14147,09-05-2023,4.5,null,1,100.8,250,0,0,19,105606.61,5,60,0,250
5,44.42,56.68,134022,0,0,6.59,7.6,null,35.43,0.41,0,35070,100,60.05,28380,0,238247,3,14488918,53040,16.89,3628,5.83,1.49,null,33,1.89,null,33983,0.02,113846,null,0,34397,7,173225,972,null,4,0,1040.54,41414,3457670,0,15,1,300,0,175348,0,0,19,970,0,663904,8.57,4,1.89,7,0,3,20,3600001,-116.58,0,13150.7,4.7,1,1889,0,0.05,93.87,15.35,14.15,310370,35,326154.25,98.2179,0,-117.3,15,9.56,1097820.51,635162.74,98555.8,3875.37,60,8.44,19,null,0,19,3,0,null,981.72,1,0,5.26,1897.79,0,204.02,16,5.83,0,100,19,36.87,77.9417,0.03,573.68,2.98,53,14994,24.4,1421.07,1,17,1.16,1.12,0.23,0.1,726.2304,0.02,null,1.49,3.68,0.54,105504.6,0,null,0,1655.39,1.69E+12,2.78,330.3407,0.33,null,0,70.5384,0.37,8.79,null,0,869.61,350,0,null,16.5842,3.09,44.28,8.71,10.52,43.32,322524.31,1911.93,232,0,10.62,5.28,0,0,53.64,56,null,10076,09-05-2023,4.02,null,0,72.79,202,0,0,17,80310.15,1,60,0,202
8.5,47.34,80.88,146588,0,0,5.15,7.71,null,20.18,0.22,0,87081,100,208.56,261132,0,487735,0,16123065,83186,14.09,4052,10.5,0,null,168,0,null,19515,0,178767,null,0,286774,3,212771,898,null,4,0,530.31,91454,3359389,0,11,1,510,0,620141,0,0,14,901,0,1842403,15.79,2,0,3,1,0,21,3600002,-116.31,0,12257.13,2.27,0,1754,0,0,91.43,11.8,4.58,767729,19,871910.78,98.703,0,-116.37,11,9.62,1772723.72,1793634.76,168130.66,3588.53,60,14.7,14,null,0,14,3,25,null,906.98,0,0,0,1761.44,0,179.78,14,10.5,0.11,100,15,133.1,82.3655,0.03,996.87,2.99,30,19134,24.4,1326.13,0,13,0.32,1.84,0.05,0.1,1668.2877,0.02,null,0,0.18,0.16,334280.71,0,null,1,1389.76,1.69E+12,2.88,808.7373,0.05,null,25,82.8705,0.17,30.25,null,0,803.96,630,0,null,9.7364,6.71,35.3,8.69,2.26,19.12,850796.73,1775.58,63,0,33.21,4.73,0,0.11,24.65,93,null,11654,09-05-2023,4.48,null,0,14.37,178,0,1,13,148150.84,3,60,0,178
6.33,68.52,79.48,74798,0,0,4.91,5.15,null,19.34,0,0,53313,100,120.95,102997,0,229867,1,14221835,23024,14.44,2111,9,0.85,null,108,0,null,13360,0,109042,null,0,145743,0,82557,646,null,4,0,488.33,52395,1987640,0,6,0,380,0,289671,0,0,7,647,0,1096340,16.13,0,0,0,0,1,22,3600002,-116.92,0,14282.68,3.05,0,1248,0,0,91.5,8.47,4.21,365469,31,371256.81,98.6733,0,-117.3,6,9.54,662199.43,1076865.03,103821.94,2547.22,60,9.71,7,null,0,7,5,0,null,658.52,0,0,0,1250.38,0,119.18,12,9,0,100,11,78.5,82.7392,0,436.32,2.99,18,12201,24.4,942.33,0,8,0.37,1.88,0.05,0.1,1167.7014,0.02,null,0.85,0.61,0.21,135605.63,0,null,0,983.74,1.69E+12,2.84,819.3019,0.05,null,0,78.2851,0,28.02,null,0,555.5,540,0,null,6.3226,3.24,7.05,8.68,3.63,20.52,403857.59,1242.3,41,0,39.62,4.86,0,0,22.46,43,null,6000,09-05-2023,3.95,null,0,60.77,118,0,0,8,85361.16,2,60,0,118
5,11.23,43.8,80237,0,0,6.53,5.72,null,37.17,0,0,18476,100,23.31,27913,0,118074,0,12272895,33290,17.69,2028,6,0,null,19,0,null,5923,0.01,75853,null,0,60697,0,95150,554,null,4,0,740.93,26294,3934119,0,7,1,300,0,62538,0,0,7,542,0,408094,23.53,0,0,0,1,0,23,3600002,-117.66,0,17720.59,4.14,0,1006,0,0,94.56,11.94,5.78,143775,17,225101.73,97.0893,0,-118.37,7,9.5,360791.19,406869.41,106891.33,2133.12,60,5.45,7,null,0,7,4,0,null,557.52,1,0,20,1005.96,0,67.67,11,6,0.18,100,5,123.09,78.9113,0.05,599.94,2.99,8,6350,24.4,740.33,0,7,0.86,0.83,0.05,0.1,577.3261,0.04,null,0,0.15,0.24,48694.12,0,null,0,785.78,1.69E+12,2.72,66.3974,0.23,null,0,74.9723,0,12.52,null,0,452.48,360,0,null,15.0894,0.77,7.3,8.89,2.66,56.2,154957.23,1015.05,45,0,27.19,4.53,0,0.18,42.69,45,null,5525,09-05-2023,3.41,null,0,3.21,67,0,0,7,56870.07,1,60,0,67
5.33,23.74,23.26,115573,0,0,4.36,4.89,null,26.37,0,0,12385,100,180.2,12701,0,199722,0,12109380,66116,18.67,1870,7.83,0,null,8,0,null,2590,0.01,80131,null,0,13546,1,115558,543,null,4,0,848.25,13428,3003954,0,4,0,320,0,35022,0,0,4,527,0,310568,28.57,0,0,1,0,0,0,3600002,-117.63,0,17498.82,3.48,0,967,0,0,97.29,7.32,13.25,151595,7,212515.11,98.8317,0,-118.36,4,10,268304.48,311365.83,115056.17,2080.6,60,5.55,4,null,0,4,2,0,null,542.37,0,0,0,966.57,0,41.41,10,7.83,0,100,13,122.07,69.9425,0,483.79,2.99,6,5317,24.3,760.53,0,4,1.22,24.2,0.05,-0.1,580.3056,0.01,null,0,0.79,0.19,31630.17,0,null,0,876.68,1.69E+12,2.88,141.097,0.27,null,0,70.195,0.1,6.04,null,0,430.26,470,0,null,31.7342,0.79,6.92,5.72,1.23,76.74,154391.63,983.74,115,0,6.39,3.99,0,0,54.92,20,null,5385,09-06-2023,3.36,null,0,0.59,41,0,0,4,56247.91,1,60,0,41
5,55.95,67.46,8595,0,0,3.54,3.06,null,16.48,0,0,3275,null,3.55,2602,0,14122,1,11677133,3326,16.98,775,5,4.76,null,5,0,null,744,0.01,32284,null,null,5919,0,18646,483,null,4,0,970.02,1740,127356,0,0,0,300,0,17819,0,0,0,475,0,49375,16.67,0,0,0,0,1,1,3600001,-117.96,null,7328.31,6.51,0,884,0,0,93.29,4.76,0.71,27414,6,31448.37,98.8317,null,-118.83,0,9.5,64465.27,49705.13,7798.21,1858.4,60,2.81,0,null,0,0,1,0,null,487.83,0,null,0,882.74,0,21.21,7,5,null,100,2,6.84,56.9539,0,21.21,2.95,1,1840,24.3,561.56,0,0,2.51,4.05,0.19,-0.1,43.5916,0,null,4.76,0,0.7,6645.8,0,null,0,565.6,1.69E+12,2.07,24.9773,0.83,null,0,54.7117,0,8.36,null,0,388.85,300,0,null,10.7868,0.29,0.33,5.46,2.39,32.54,28544.62,882.74,4,0,18.69,6.63,0,0,59.88,0,null,1606,09-06-2023,3.24,null,0,0,21,0,0,0,17662.88,0,60,0,21
5,23.22,53.68,25236,0,0,3.93,3.89,null,21.61,0,0,11785,100,9.12,33723,0,45025,0,12091120,12619,18.51,1337,6.17,0,null,4,0,null,408,0,61922,null,0,27483,0,45000,470,null,4,0,898.64,5920,1645984,0,4,0,300,0,29247,0,0,4,465,0,151694,0,0,0,0,0,0,2,3600002,-118.13,0,13010.36,4.02,0,854,0,0,94.56,27.27,0.7,55483,1,120324.33,98.8614,null,-118.88,4,10.26,118944.67,152331.23,76938.77,1818,60,3.83,4,null,0,4,0,0,null,468.64,0,0,0,852.44,0,22.22,7,6.17,0,100,3,72.31,49.4496,0,215.13,2.98,2,2274,24.3,570.65,0,4,1.29,5.48,0.03,-0.1,237.653,0.01,null,0,0,0.19,13236.05,0,null,0,574.69,1.69E+12,3.16,56.5095,0.06,null,0,48.682,0,28.31,null,0,384.81,370,0,null,10.6959,0.1,2.45,1.91,0.34,46.32,57089.24,868.6,4,0,22.99,7.77,0,0,37.77,6,null,4221,09-06-2023,3.36,null,0,0,22,0,0,4,30144.46,0,60,0,22
5,54.15,29.48,29746,0,0,4.3,3.88,null,17.1,0,0,2782,100,4.73,927,0,22745,0,11561480,6117,18.24,1298,5,0,null,3,0,null,640,0.06,64929,null,0,4341,0,32823,437,null,4,0,1028.57,2741,68537,0,9,0,300,0,12436,0,0,9,442,0,64391,20,0,0,0,0,0,3,3600002,-117.72,0,3682.45,3.17,0,783,0,0,97.39,7.14,2.89,43182,5,45195.48,98.9703,null,-118.96,9,10.55,139943.58,64396.59,4042.02,1695.79,60,3.05,9,null,0,9,1,0,null,431.27,0,0,0,780.73,0,28.28,7,5,0,100,3,4,47.6417,0,14.14,2.98,6,1396,24.3,509.04,0,9,8.01,2.03,0.06,-0.1,28.5628,0,null,0,0,0.69,13605.71,0,null,0,524.19,1.69E+12,3.16,15.8368,0.8,null,0,47.4296,0,2.07,null,0,349.46,300,0,null,13.8067,0.07,2.73,1.59,1.43,70.52,44464.24,813.05,15,0,9.48,4.32,0,0,73.35,1,null,4100,09-06-2023,3.21,null,0,0,28,0,0,9,30797.93,0,60,0,28
5,11.71,26.17,38344,0,0,4.28,4.04,null,20.03,0.22,0,11698,100,7.48,21258,0,52199,0,11803130,9433,18.88,1446,6.17,0,null,11,0,null,1352,0.06,70988,null,0,24731,1,39550,450,null,4,0,724.83,5421,1103600,0,3,0,300,0,13593,0,0,3,457,0,126741,42.86,1,0,1,0,0,4,3600002,-118.24,0,9175.35,6.92,0,831,0,0,96.77,34.15,3.18,52937,7,97186.24,98.9901,null,-118.79,3,10.3,110879.82,127952.86,55629.79,1742.25,60,3.62,3,null,0,3,3,0,null,454.5,0,0,0,829.21,0,41.41,7,6.17,0,100,3,43.95,47.0761,0,150.49,2.99,4,3804,24.3,553.48,0,3,1.7,5.63,0.06,-0.1,140.0365,0.05,null,0,0.2,0.3,15297.46,0,null,0,571.66,1.69E+12,3,16.7963,0.11,null,0,46.662,0.12,22.09,null,0,355.52,370,0,null,9.898,0.29,2.43,1.48,1.41,73.83,55559.09,833.25,18,0,25.6,9.23,0,0,41.1,26,null,4344,09-06-2023,3.28,null,0,0,41,0,0,3,33125.98,0,60,0,41
5,50.69,36.46,63075,0,0,4.78,5.53,null,53.22,0.28,21,14356,100,21.75,6013,0,74978,1,12045398,20559,18.32,2436,5.17,1.45,null,135,0,null,5123,0.01,76054,null,0,12486,3,79119,723,null,4,0,805.55,10438,894085,0,9,44,300,0,36189,0,0,11,723,0,251347,69.23,2,0,3,0,1,5,3600001,-117.76,0,13118.59,8.85,0,1329,0,3.21,89.75,24.64,18.43,100264,39,124432,96.3963,null,-118,9,10.55,316143.13,220610.26,16964.97,2845.17,60,4.55,11,null,0,11,27,0,null,730.23,0,0,0,1332.19,21,69.69,11,5.17,3.41,100,8,21.12,80.295,1.56,168.67,2.97,9,10173,24.3,978.69,44,11,3.23,6.89,0.24,-0.1,287.0925,0.01,null,1.45,0.93,0.86,39245.57,0,null,0,1199.88,1.69E+12,2.88,149.0154,0.56,null,0,75.1743,0.23,4.88,null,0,621.15,310,0,null,16.8569,2.54,8.45,12.64,4.16,63.54,116064.15,1384.71,219,2.95,10.05,5.71,3.41,0,64.22,9,null,7027,09-06-2023,3.35,null,0,13.67,69,0,0,11,57176.1,0,60,0,69
5,36,60.62,136042,0,0,6.42,8.63,null,37.48,0.27,5,42078,100,33.35,19275,0,175641,0,14688575,59397,16.5,4625,5.5,0,null,35,0,null,16615,0.01,112772,null,0,36016,6,210902,1129,null,4,0,619.46,33442,2498949,0,9,13,300,0,209404,0,0,6,1128,0,602817,34.15,3,0,6,2,0,6,3600002,-117.09,0,15074.39,14.86,0,2205,0,0.5,89.11,17.61,10.91,346446,41,345526.05,90.0702,null,-117.51,9,10.41,605906.07,526358.47,67342.76,4518.74,60,8.35,6,null,0,6,14,0,null,1136.25,0,0,0,2216.95,5,160.59,16,5.5,0.66,100,12,49.7,84.2845,0.29,555.5,2.98,16,61553,24.3,1476.62,11,6,1.94,0.2,0.13,-0.1,754.5205,0.04,null,0,0.35,0.75,97811.43,0,null,0,1657.41,1.69E+12,2.87,278.1843,0.48,null,0,77.1842,0.27,5.63,null,0,1042.32,330,0,null,17.5336,3.6,7.17,11.29,4.86,39.38,418342,2240.18,179,0.45,10.5,6.98,0.48,0.18,61.65,66,null,13269,09-06-2023,4.08,null,0,0,159,0,0,6,87043.82,0,60,0,159
5.5,42.36,68.14,255132,0,0,6.92,11.69,null,32.72,0.2,1,86936,100,102.8,95319,0,466433,1,19063900,117820,15.49,6503,14.83,0.21,0,104,0,0,76060,0.02,229853,100,5.26,128559,2,386944,1514,null,4,0,665.81,120659,10124780,0,15,2,330,0,545705,0,0,18,1512,0,1864080,4.26,3,0,2,0,1,7,3600002,-115.39,0,17171.55,4.4,0,3016,0,0.06,92.15,12.08,11.37,801837,47,812648.02,98.3466,0,-116.15,15,9.76,1459300.52,1761775.32,312548.54,6169.08,60,15.62,18,null,0,18,2,25,null,1497.83,0,5.26,0,3036.06,1,476.72,25,14.83,0.07,100,15,81.69,79.1436,0.03,1733.16,2.97,79,36835,24.3,2354.31,2,19,0.79,0.55,0.13,-0.1,2490.4984,0.01,null,0.21,0.52,0.42,219178.08,0,null,1,2656.3,1.69E+12,2.91,1080.3465,0.13,null,25,71.8918,0.07,11.85,null,1,1448.34,890,0,null,14.7864,5.79,41.13,9.71,9.45,31.86,845130.63,3110.8,299,0.07,15.97,4.66,0.07,0,48.09,49,null,18955,09-06-2023,5.3,null,1,77.03,472,0,1,19,165253.17,2,60,0,472
